"etf_code","etf_name","base_index_name","listing_date","market_large","market_medium","market_small","asset_large","asset_medium","asset_small","found_kr_cd","launch_date","theme","investment_object","investment_strategy","description","fiscal_month","total_expense","asset_management_company","aum","disparate_ratio","dividend_yield"
"A428560","KODEX 미국ETF산업Top10 Indxx","Indxx US ETF Industry Top10 Index(Price Return)","2022-05-17","해외","북미","미국","주식","업종섹터","업종테마","K55105DS5107","2022-05-13","ETF,ETF(해외주식)","이 투자신탁은 미국거래소에 상장된 주식을 주된 투자대상으로 신탁재산의 60% 이상을 투자하며, 미국거래소에 상장 기업 중 ETF산업 대표 기업을 대상으로, Indxx가 산출·발표하는 Indxx US ETF Industry Top10 Index(KRW)를 기초지수로 하여 1좌당 순자산가치의 변동률을 기초지수의 변동률과 유사하도록 투자신탁재산을 운용할 계획입니다.","이 투자신탁은 기초지수의 수익률을 추종함에 있어 기초지수 구성종목 및 기초지수를 추종하는 파생상품, 집합투자증권 등으로 포트폴리오를 구축할 예정입니다","이 투자신탁은 Indxx가 산출·발표하는 Indxx US ETF Industry Top10 Index (KRW)를 기초지수로 하여 1좌당 순자산가치의 변동률을 기초지수의 변동률과 유사하도록 투자신탁 재산을 운용할 계획입니다.※ 그러나 상기의 투자목적이 반드시 달성된다는 보장은 없으며, 집합투자업자, 신탁업자, 판매회사 등 이 투자신탁과 관련된 어떠한 당사자도 투자원금의 보장 또는 투자목적의 달성을 보장하지 아니합니다.",\n,"0.50","삼성자산운용(주)","11307400693","-0.03",\n
"A429740","PLUS K리츠","FnGuide 리츠 지수","2022-05-24","국내","코스피+코스닥","코스피+코스닥","부동산","리츠","부동산","K55213DT8232","2022-05-23","ETF,ETF(기타),MKF펀드","이 투자신탁은 국내 상장된 부동산 관련 집합투자증권(REITs 포함)을 법 시행령 제94조제2항제4호에서 규정하는 주된 투자대상자산으로 하며, 1좌당 순자산가치의 일간변동률을 FnGuide 리츠 지수의 1배수와 유사하도록 투자신탁재산을 운용함을 목적으로 합니다.","1. 추적대상지수(기초지수)인 FnGuide 리츠 지수를 완전 복제 2. 추적대상지수(기초지수)의 구성종목에 변경이 있을 경우 추적대상지수(기초지수)에 포함되지 않은 종목이 투자될 수 있음 3. 추적오차의 최소화 등을 위해 필요하다고 판단되는 경우 주식관련 장내파생상품, 신규 편입 예정종목 등 다른 종목에도 일부 투자 가능","이 투자신탁은 국내 상장된 부동산 관련 집합투자증권(REITs 포함)을 법 시행령 제94조제2항제4호에서 규정하는 주된 투자대상자산으로 하며, 1좌당 순자산가치의 일간변동률을 “FnGuide 리츠 지수”의 1배수와 유사하도록 투자신탁재산을 운용함을 목적으로 합니다.“FnGuide 리츠 지수”는 유가증권시장 및 코스닥 시장에 상장된 보통주 종목 중 특별자산군(REITs)에 속하는 기업들로 구성하여 국내 상장 리츠 부문의 성과를 추종하도록 개발된 지수입니다. 단, 특별자산군(REITs) 종목만으로 지수 구성종목수가 10종목이 되지 않을 경우, 유가증권시장 및 코스닥 시장에 상장된 특별자산군(REITs)에 속하지 않는 종목이 지수 구성종목에 포함될 수 있습니다.",\n,"0.25","한화자산운용","8465129007","-0.18",\n
"A429870","히어로즈 리츠이지스액티브","iSelect 리츠 지수","2022-05-24","국내","코스피+코스닥","코스피+코스닥","부동산","리츠","부동산","K55206DT5229","2022-05-23","ETF,ETF(기타)","이 투자신탁은 집합투자규약 제15조에서 정의된 집합투자증권을 법 시행령 제94조제2항제4호에서 규정하는 주된 투자대상자산으로 하여 1좌당 순자산가치의 변화가 기초지수의 변화를 초과하도록 투자신탁재산을 운용함을 목적으로 합니다.","이 투자신탁은 NH투자증권에서 산출·발표하는 iSelect 리츠 지수를 기초지수로 하는 액티브 상장지수 집합투자기구로, 국내에 상장된 공모 리츠에 투자신탁 자산총액의 60% 이상 투자하여 수익을 추구하는 것을 목적으로 합니다. 이지스자산운용의 리서치자료를 토대로 포트폴리오 자문을 받을 예정이며, 기초지수와의 상관계수를 0.7 이상 유지하면서 기초지수 대비 초과수익률을 실현하는 것을 목표로 합니다.","NH투자증권에서 발표하는 iSelect 리츠 지수를 비교지수로 하여 1좌당 순자산의 변화가 기초지수의 변화를 초과하도록 투자신탁을 운용합니다.2. 부동산투자회사법에 근거해 적합하게 설립된 자기관리, 위탁관리, 기업구조조정 부동산투자회사 중 기초적인 투자 적정성 기준을 충족하는 종목으로 리츠자산군 및 예비자산군 유니버스를 구성합니다. 유니버스에 포함된 리츠자산군은 모두 편입 대상 최대 50종목이며, 50종목 초과시 직전 60일평균 일평균 시가총액 순으로 편입합니다.단, 최종 구성종목수가 10종목 미만일 경우, 최종 구성종목수가 10종목 이 될 때까지 예비자산군 내 시가총액 상위 종목을 편입합니다.",\n,"0.30","키움투자자산운용(주)","3521604327","-0.54",\n
"A429980","SOL 한국형글로벌전기차&2차전지액티브","FactSet Global Electric Vehicle and Rechargeable Battery Korea-Tilted Index(PR)","2022-06-14","국내&해외","국내&해외","국내&해외","주식","업종섹터","업종테마","K55210DU0411","2022-06-10","ETF,ETF(해외주식)","이 투자신탁은 주식을 법 시행령 제 94 조 제 2항 제 4 호에서 규정하는 주된 투자대상자산으로 하며, ""FactSet Global Electric Vehicle and Rechargeable Battery Korea-Tilted Index(PR: Price Return)(원화환산)""를 비교지수로 하여 1 좌당 순자산가치의 변동률이 비교지수의 변동률을 초과하도록 운용함을 목적으로 합니다.","이 투자신탁은 유가증권시장 상장규정 제113조에 따른 액티브상장지수펀드로 1좌당 순자산가치의 변동률이 비교지수의 변동률을 초과하도록 운용함을 목표로 합니다.","이 투자신탁은 주식을 주된 투자대상자산으로 하여 해당상품은 FactSet Global Electric Vehicle and Rechargeable Battery Korea-Tilted Index(PR) (이하 ‘비교지수’)를 비교지수로 한국과 글로벌의 전기차와 2차전지 관련 기업에 투자하여 비교지수 대비 초과수익을 목표로 는 액티브 ETF상품입니다.이 투자신탁의 비교지수는 FactSet Research Systems Inc.가 산출 및 발표하는 ‘FactSet Global Electric Vehicle and Rechargeable Battery Korea-Tilted Index(PR)’로서 한국의 기업 중 FactSet Global Electric Vehicle and Rechargeable Battery Korea-Tilted Index(PR)의 기준을 충족하는 기업을 20% 수준으로 편입하고, 한국이외 글로벌 기업에 80% 수준으로 편입하여 한국 및 글로벌의 전기차와 2차전지 관련 기업들을 결합하여 구성하는 비교지수입니다.이 투자신탁은 상관계수를 유지하기 위하여 70% 수준으로 지수구성 종목을 복제하여 투자하고, 30% 이내에서 시장상황에 따라 종목별 선별투자를 통해 추가수익을 추구하며 글로벌과 한국의 전기차&2차전지 기업을 8:2 수준으로 가져갑니다. 추가수익을 위하여 국내 증권사(신한금융투자) 리서치와 자문계약을 하고 리서치 자료 등 투자의견을 제공받아 투자의사결정에 선별적으로 반영할 계획입니다.투자목적의 달성을 위해 기초지수 관련 글로벌 ETF 등에도 일부 투자할 수 있으며, 외화표시자산에 투자함에 따른 환율변동위험을 제거하기 위한 환헤지 전략은 실시하지 않을 계획이므로 환율변동위험에 노출됩니다.해당 ETF의 설정단위는 20,000좌이며, 현금설정 방식으로 이루어집니다. 한국거래소를 통하여 매매하는 경우에는 1주 단위로 거래할 수 있습니다.",\n,"0.55","신한자산운용 주식회사","5950721778","-0.26",\n
"A429990","SOL 한국형글로벌플랫폼&메타버스액티브","Dow Jones Internet Korea Tilted Index(PR)","2022-06-14","국내&해외","국내&해외","국내&해외","주식","업종섹터","업종테마","K55210DU0429","2022-06-10","ETF,ETF(해외주식)","이 투자신탁은 주식을 법 시행령 제 94 조 제 2항 제 4호에서 규정하는 주된 투자대상자산으로 하며, ""Dow Jones Internet Korea Tilted Index(PR: Price Return)(원화환산)""를 비교지수로 하여 1 좌당 순자산가치의 변동률이 비교지수의 변동률을 초과하도록 운용함을 목적으로 합니다.","이 투자신탁은 유가증권시장 상장규정 제 113 조에 따른 액티브상장지수펀드로 1 좌당 순자산가치의 변동률이 비교지수의 변동률을 초과하도록 운용함을 목표로 합니다.","이 투자신탁은 주식을 주된 투자대상자산으로 하여 해당상품은 Dow Jones International Internet Index (이하 ‘비교지수’)를 비교지수로 한국과 글로벌 인터넷플랫폼과 메타버스 관련 기업에 투자하여 비교지수 대비 초과수익을 목표로하는 액티브 ETF상품입니다.이 투자신탁의 비교지수는 S&P Dow Jones Indices가 산출 및 발표하는 ‘Dow Jones International Internet Index’ 로서 한국의 기업 중 Dow Jones International Internet Index의 기준을 충족하는 기업을 20% 수준으로 편입하고 한국이외 글로벌 기업에 80% 수준으로 편입하여 한국과 글로벌의 플랫폼과 메타버스 관련 기업들을 결합하여 구성하는 비교지수입니다.이 투자신탁은 상관계수를 유지하기 위하여 70% 수준으로 지수구성 종목을 복제하여 투자하고, 30% 이내에서 시장상황에 따라 종목별 선별투자를 통해 추가수익을 추구하며 글로벌과 한국의 인터넷플랫폼&메타버스 기업을 8:2 수준으로 가져갑니다.추가수익을 위하여 국내 증권사(신한금융투자) 리서치와 자문계약을 하고 리서치 자료 등 투자의견을 제공받아 투자의사결정에 선별적으로 반영할 계획입니다.투자목적의 달성을 위해 기초지수 관련 글로벌 ETF 등에도 일부 투자할 수 있으며, 외화표시자산에 투자함에 따른 환율변동위험을 제거하기 위한 환헤지 전략은 실시하지 않을 계획이므로 환율변동위험에 노출됩니다.해당 ETF의 설정단위는 20,000좌이며, 현금설정 방식으로 이루어집니다. 한국거래소를 통하여 매매하는 경우에는 1주 단위로 거래할 수 있습니다.",\n,"0.55","신한자산운용 주식회사","977076382","-0.15",\n
"A433500","ACE 원자력테마딥서치","DeepSearch 원자력테마 지수 (시장가격지수)","2022-06-28","국내","코스피+코스닥","코스피+코스닥","주식","업종섹터","업종테마","K55101DU0363","2022-06-27","ETF,ETF(국내주식)","이 투자신탁은 국내 주식을 법시행령 제94조 제2항 제4호에서 규정하는 주된 투자대상자산으로 하며, DeepSearch(딥서치)가 산출,발표하는 DeepSearch 원자력 테마 지수(이하 지수라 한다)의 변화에 연동하여 운용하는 것을 목표로 이 투자신탁 수익증권 1좌당 순자산가치의 변동률을 지수의 변동률과 유사하도록 투자신탁재산을 운용함을 목적으로 합니다.","이 투자신탁은 딥서치(DeepSearch)가 산출,발표하는 DeepSearch 원자력 테마 지수를 기초지수로 하는 상장지수투자신탁으로서 투자목적 달성을 위해 국내 거래소에 상장된 주식에 투자신탁 자산총액의 60%이상을 투자합니다.","이 투자신탁은 딥서치(DeepSearch)가 발표하는“DeepSearch 원자력테마지수”를 기초지수로 하여 1좌당 순자산가치의 변동률을 기초지수와 유사하도록 투자신탁재산을 운용함을 목적으로 합니다.딥서치(DeepSearch)가 발표하는 DeepSearch 원자력테마지수는 한국 유가증권시장 및 코스닥시장 상장종목 중 원자력 관련 산업(원자력발전 건설, 설비, 부속, 기술, 납품, 운영, 원재료, 설계, 기자재 등)관련 종목을 선정한 지수로, 2016년 12월 12일을 1000pt 기준으로 2022년 3월 15일부터 발표한 지수입니다.",\n,"0.30","한국투자신탁운용","12638099589","-0.16","1.03"
"A434730","HANARO 원자력iSelect","iSelect 원자력지수 (시장가격)","2022-06-28","국내","코스피+코스닥","코스피+코스닥","주식","업종섹터","업종테마","K55232DU8475","2022-06-27","ETF,ETF(국내주식)","이 투자신탁은 법 시행령 제94조제2항제4호에서 규정하는 국내 주식을 주된 투자대상자산으로 하며, iSelect 원자력 지수(Price Return)를 기초지수로 하여 1좌당 순자산가치의 변동률을 기초지수의 변동률과 유사하도록 투자신탁재산을 운용함을 목적으로 합니다.","이 투자신탁은 iSelect 원자력 지수(Price Return)를 기초지수로 하여 1 좌당 순자산가치의 변동률을 기초지수의 변동률과 유사하도록 투자신탁재산을 운용하는 것을 목표로 합니다.","이 ETF는 국내 주식을 주된 투자대상자산으로 하며, iSelect 원자력 지수를 기초지수로 하여 1좌당 순자산가치 변동률을 기초지수와 유사하게 투자신탁재산을 운용함을 목적으로 합니다.NH투자증권이 산출, 발표하는 iSelect 원자력 지수는 유가증권시장 및 코스닥에 상장된 종목 중 기초 필터링을 통과한 종목들을 유니버스로 하여 리포트, 공시 AI 키워드 필터링을 통해 원자력 관련 키워드와 노출도가 높은 종목을 선정하여 유동시가총액을 고려해 투자 비중 결정함.",\n,"0.45","엔에이치아문디자산운용(주)","43124241248","0.02","0.91"
"A437370","RISE 글로벌농업경제","MVIS Global Agribusiness Index(Price Return)","2022-07-29","해외","글로벌","글로벌","주식","업종섹터","업종테마","K55223DV1611","2022-07-22","ETF,ETF(해외주식)","이 투자신탁은 전세계에 상장된 농업 관련 주식을 법에서 정하는 주된 투자대상으로 하며, MVIS Global Agribusiness Index의 원화환산지수(환헤지 안함)를 기초지수로 하여 1좌당 순자산가치의 변동률을 기초지수의 변동률과 유사하도록 투자신탁재산을 운용하는 것을 목적으로 하는 투자 신탁입니다.","전세계에 상장된 농업 관련 주식으로 구성된 MVIS Global Agribusiness Index의 원화환산지수(환헤지 안함)의 수익률을 추종하기 위해 기초지수의 구성종목과 구성비율을 완전 복제하는 방식으로 포트폴리오를 구성할 계획입니다. 다만 구성종목 중 부도 리스크, 유동성 및 추적오차 등을 감안하여 종목군을 부분 복제하여 투자할 수 있습니다.","이 투자신탁은 MarketVector Indexes GmbH가 산출 및 발표하는 “MVIS Global Agribusiness Index”를 기초지수로 하여 1좌당 순자산가치의 변동률을 기초지수의 변동률과 유사하도록 투자신탁 재산을 운용하는 것을 목적으로 합니다.MVIS Global Agribusiness Index는 글로벌 주식시장에 상장되어 거래되는 기업 중, 농업 관련 비즈니스(Agribusiness) 매출액 비중, 유동성, 시가총액 요건 등을 고려하여 선정한 종목으로 구성하여 수정 시가총액 가중방식으로 산출한 지수입니다.ETF의 설정단위는 50,000좌이며, 현금설정 방식으로 이루어집니다. 한국거래소를 통하여 매매하는 경우에는 1주 단위로 거래할 수 있습니다.",\n,"0.40","케이비자산운용(주)","5235164709","-0.58",\n
"A437550","히어로즈 글로벌리츠이지스액티브","S&P Global REIT Index","2022-07-29","해외","글로벌","글로벌","부동산","리츠","부동산","K55206DV3675","2022-07-27","ETF,ETF(기타)","이 투자신탁은 S&P Dow Jones Indices LLC에서 산출·발표하는 ""S&P Global REIT Index""를 기초지수로 하는 액티브 상장지수 집합투자기구로, 글로벌 상장 리츠에 투자신탁 자산총액의 60% 이상 투자하여 수익을 추구하는 것을 목적으로 합니다.","이 투자신탁은 이지스자산운용의 투자 자문을 받습니다. 글로벌 리츠 시장 및 리츠 내 개별 부동산 자산에 대한 깊이있는 리서치자료에 근거하여 포트폴리오에 대한 자문을 받을 예정이며, 기초지수와의 상관계수를 0.7 이상 유지하면서 기초지수 대비 초과수익률을 실현하는 것을 목표로 합니다.","S&P Dow Jones Indices LLC에서 산출하여 발표하는 S&P Global REIT Index를 비교지수로 하여 1좌당 순자산가치의 변화가 비교지수의 변화를 초과하도록 투자신탁재산을 운용함을 그 목적으로 합니다.2. 글로벌 상장 리츠 투자에 검증된 역량과 레코드를 가진 이지스자산운용의 자문을 받아 우량한 글로벌 상장 리츠 및 부동산투자회사에 선별적으로 투자합니다. 이지스자산운용은 글로벌 상장 리츠 기업이 보유한 부동산자산들의 현금흐름 가치, 성장성, 주변시세 및 시장환경 등을 종합적으로 고려한 내재가치를 계산해 투자매력이 높다고 판단되는 종목들을 중심으로 투자 포트폴리오 자문을 제공하며, 키움투자자산운용은 투자종목 및 투자비중 등을 최종 결정하여 운용합니다.3. 이 투자신탁은 해외투자로 인한 환율변동 위험 제거를 위한 환헤지 전략은 기본적으로 실시하지 않을 예정입니다.",\n,"0.73","키움투자자산운용(주)","5344725530","-0.46",\n
"A438210","PLUS 글로벌AI","BlueStar Artificial Intelligence Index(시장가격)","2022-08-17","해외","글로벌","글로벌","주식","업종섹터","업종테마","K55213DW0382","2022-08-12","ETF,ETF(해외주식)","이 투자신탁은 해외 주식을 법 시행령 제94조제2항제4호에서 규정하는 주된 투자대상자산으로 하며, 1좌당 순자산가치의 일간변동률을 BlueStar Artificial Intelligence Index (원화환산)의 1배수와 유사하도록 투자신탁재산을 운용함을 목적으로 합니다.","이 투자신탁은 전 세계 시장에 상장된 주식 중에서 하나 이상의 주요 제품 및 서비스가 인공지능 관련 테마를 기반으로 하는 기업의 주식에 주로 투자하면서도 환헤지를 하지 않으므로, 이 투자신탁의 1좌당 순자산가치는 기초지수의 원화환산후 수익률에 연동하게 됩니다.","이 투자신탁은 해외 주식을 법 시행령 제94조제2항제4호에서 규정하는 주된 투자대상자산으로 하며, 1좌당 순자산가치의 일간 변동률을 “BlueStar Artificial Intelligence Index (원화환산)”의 1배수와 유사하도록 투자신탁재산을 운용함을 목적으로 합니다.기초지수인 “BlueStar Artificial Intelligence Index (원화환산)”를 추종하며, 투자목적 달성을 위해 전 세계 시장에 상장된 주식 중에서 하나 이상의 주요 제품 및 서비스가 인공지능 관련 테마를 기반으로 하거나, 인공지능 관련 테마가 회사의 미래 성장에 유의미한 기여를 할 것이라고 가장 최근 사업보고서에 명시한 기업의 주식에 주로 투자할 예정입니다.",\n,"0.50","한화자산운용","3903810946","-0.32",\n
"A438900","HANARO Fn K-푸드","FnGuide K-푸드 지수 (시장가격)","2022-08-17","국내","코스피+코스닥","코스피+코스닥","주식","업종섹터","업종테마","K55232DW2039","2022-08-16","ETF,ETF(국내주식),MKF펀드","이 투자신탁은 법 시행령 제94조제2항제4호에서 규정하는 국내 주식을 주된 투자대상자산으로 하며, FnGuide K-푸드 지수(Price Return)를 기초지수로 하여 1좌당 순자산가치의 변동률을 기초지수의 변동률과 유사하도록 투자신탁재산을 운용함을 목적으로 합니다.","이 투자신탁은 기본적으로 FnGuide K-푸드 지수를 완전복제 하는 방식으로 포트폴리오를 구성할 예정입니다. 다만, 필요에 따라 기초지수의 구성종목 중에서 부도 리스크, 유동성 등을 감안하여 투자가능대상 종목을 선별하고, 당해 투자가능대상 종목 중에서 추적오차를 감안하여 최종 투자대상종목을 구성하는 부분복제하는 방식을 사용할 수도 있습니다.","이 ETF는 국내 주식을 주된 투자대상자산으로 하며, FnGuide K-푸드 지수를 기초지수로 하여 1좌당 순자산가치 변동률을 기초지수와 유사하게 투자신탁재산을 운용함을 목적으로 합니다.FnGuide가 산출, 발표하는 FnGuide Fn K-푸드 지수는 유가증권시장 및 코스닥에 상장된 종목 중 기초 필터링을 통과한 종목들을 유니버스로 하여 리포트, 공시 검색을 통해 K-푸드 관련 키워드와 유사도가 높은 종목을 선정하여 유동시가총액을 고려해 투자 비중 결정함.",\n,"0.45","엔에이치아문디자산운용(주)","15724568444","0.07","2.00"
"A440910","WON 미국우주항공방산","S&P Aerospace & Defense Select Industry Index(PR)","2022-08-26","해외","북미","미국","주식","업종섹터","산업재","K55107DW3997","2022-08-25","ETF,ETF(해외주식)","이 투자신탁은 주식을 법 시행령 제94조제2항제4호에서 규정하는 주된 투자대상자산으로 하며, 1좌당 순자산가치의 일간변동률을 “S&P Aerospace & Defense Select Industry Index(PR)(원화환산)”의 1배수와 유사하도록 투자신탁 재산을 운용함을 목적으로 하는 상장지수투자신탁입니다.","이 투자신탁은 S&P A erospace & Defense Select Industry Index(PR) PR)(원화환산원화환산)의 성과를 추종하는 ETF로서 지수추종을 위해 기초지수 자산구성을 100% 수준으로 복제할 예정입니다.","이 투자신탁은 주식을 법 시행령 제94조제2항제4호에서 규정하는 주된 투자대상자산으로하며, 1좌당 순자산가치의 일간변동률을 “S&P Aerospace & Defense Select Industry Index(PR)(원화환산)”의 1배수와 유사하도록 투자신탁 재산을 운용함을 목적으로 합니다.■ 추적대상지수(기초지수) : S&P Aerospace & Defense Select Industry Index(PR)(원화환산)* 100%‘S&P Aerospace & Defense Select Industry Index(PR)지수’는 미국 주식시장에 상장되어 있는 주식들 중 GICS분류 기준 “Aerospace&Defense”에 해당하는 우주산업, 항공산업과 방위산업 영위 기업들로 구성된 지수입니다.이 투자신탁은 환헤지를 하지 않으므로 환율 변동위험에 노출되며, 이 투자신탁의 1좌당 순자산가치는 기초지수의 원화 환산후 수익률에 연동하게 됩니다.",\n,"0.35","우리자산운용 주식회사","23695711279","0.20",\n
"A441540","HANARO Fn조선해운","FnGuide 조선해운지수","2022-09-15","국내","코스피+코스닥","코스피+코스닥","주식","업종섹터","업종테마","K55232DV7591","2022-09-14","ETF,ETF(국내주식),MKF펀드","이 투자신탁은 법 시행령 제94조제2항제4호에서 규정하는 국내 주식을 주된 투자대상자산으로 하며, FnGuide 조선해운 지수(Price Return)를 기초지수로 하여 1좌당 순자산가치의 변동률을 기초지수의 변동률과 유사하도록 투자신탁재산을 운용함을 목적으로 합니다.","이 투자신탁은 기본적으로 FnGuide 조선해운 지수를 완전복제 하는 방식으로 포트폴리오를 구성할 예정입니다. 다만, 필요에 따라 기초지수의 구성종목 중에서 부도 리스크, 유동성 등을 감안하여 투자가능대상 종목을 선별하고, 당해 투자가능대상 종목 중에서 추적오차를 감안하여 최종 투자대상종목을 구성하는 부분복제하는 방식을 사용할 수도 있습니다.","이 ETF는 국내 주식을 주된 투자대상자산으로 하며, FnGuide 조선해운 지수를 기초지수로 하여 1좌당 순자산가치 변동률을 기초지수와 유사하게 투자신탁재산을 운용함을 목적으로 합니다.FnGuide가 산출, 발표하는 FnGuide 조선해운 지수는 유가증권시장 및 코스닥에 상장된 종목 중 FICS Industry 업종 분류 기준 ‘조선’, ‘해상운수’ 업종에 포함된 종목들을 대상으로, 시가총액 및 거래대금을 기준으로 한 필터요건을 거친 후 유동시가총액 가중방식으로 투자 비중을 결정함.",\n,"0.45","엔에이치아문디자산운용(주)","48862266630","-0.20","0.63"
"A442320","RISE 글로벌원자력","iSelect 글로벌원자력 지수(시장가격)","2022-10-13","해외","글로벌","글로벌","주식","업종섹터","업종테마","K55223DX4944","2022-09-26","ETF,ETF(해외주식)","이 투자신탁은 기초지수인 iSelect 글로벌원자력 지수 의 원화환산지수 환헤지 안함 ))’의 수익률과 유사한 수익률을 실현하는 것을 목표로 하는 상장지수투자신탁으로, 기초지수를 완전 복제하는 방식으로 운용할 계획입니다","이 투자신탁은 NH투자증권이 산출·발표하는 iSelect 글로벌원자력 지수의 원화환산지수(환헤지 안함)를 기초지수로 하여 1좌당 순자산가치의 변동률을 기초지수의 변동률과 유사하도록 투자신탁재산을 운용하는 것을 목표로 합니다.","이 투자신탁은 NH투자증권이 산출 및 발표하는 “iSelect 글로벌 원자력 지수”를 지수로 하여 1좌당 순자산가치의 변동률을 기초지수의 변동률과 유사하도록 투자신탁 재산을 운용하는 것을 목적으로 하는 상장지수집합투자기구입니다.iSelect 글로벌 원자력 지수는 원자력 관련 산업에 속하며 산업 내의 시장 지배력, 우수한 경쟁력 등을 기반으로 산업의 성장과 함께 고성장이 가능한 국내 및 해외 기업들의 성과를 추종하도록 설계하여 유동시가총액 가중방식으로 산출하는 지수입니다.ETF의 설정단위는 50,000좌이며, 현금설정 방식으로 이루어집니다. 한국거래소를 통하여 매매하는 경우에는 1주 단위로 거래할 수 있습니다.",\n,"0.40","케이비자산운용(주)","48825012572","-0.14",\n
"A442580","PLUS 글로벌HBM반도체","iSelect 글로벌DRAM반도체지수","2022-09-22","해외","글로벌","글로벌","주식","업종섹터","업종테마","K55213DW6843","2022-09-20","ETF,ETF(해외주식)","이 투자신탁은 주식을 법 시행령 제94조제2항제4호에서 규정하는 주된 투자대상자산으로 하며, 1좌당 순자산가치의 일간변동률을 iSelect 글로벌 DRAM반도체 지수의 1배수와 유사하도록 투자신탁재산을 운용함을 목적으로 합니다.","이 투자신탁은 주식을 법 시행령 제94조제2항제4호에서 규정하는 주된 투자대상자산으로 하며, 1좌당 순자산 가치의 일간변동률을 iSelect 글로벌 DRAM반도체 지수의 1배수와 유사하도록 투자신탁재산을 운용함을 목적으로 합니다.","이 투자신탁은 해외 주식을 법 시행령 제94조제2항제4호에서 규정하는 주된 투자대상자산으로 하며, 1좌당 순자산가치의 일간 변동률을 “iSelect 글로벌 DRAM반도체 지수”의 1배수와 유사하도록 투자신탁재산을 운용함을 목적으로 합니다.기초지수인 “iSelect 글로벌 DRAM반도체 지수”를 추종하며, 투자목적 달성을 위해 국내 및 해외 기업 중 DRAM반도체 제조 기업 및 DRAM반도체 생산에 활용되는 장비, 부품, 소재를 생산하는 기업의 주식에 주로 투자할 계획입니다.",\n,"0.50","한화자산운용","6155887046","-0.42",\n
"A444200","SOL KEDI메가테크액티브","KEDI 메가테크지수(PR)","2022-10-18","국내","코스피+코스닥","코스피+코스닥","주식","업종섹터","업종테마","K55210DX6936","2022-10-17","ETF,ETF(국내주식)","이 투자신탁은 주식을 법 시행령 제 94 조 제 2항 제 4호에서 규정하는 주된 투자대상자산으로 하며, ""KEDI 메가테크지수(PR: Price Return)""를 비교지수로 하여 1좌당 순자산가치의 변동률이 비교지수의 변동률을 초과하도록 운용함을 목적으로 합니다.","한국경제신문에서 산출, 발표하고 미래산업에 핵심이 될 것으로 예상되는 메가테크산업(5개)을 주기적으로 선정(년 2회)하는 비교지수인 KEDI 메가테크지수(PR: Price Retu rn) 와 상관계수 유지를 위하여 비교지수 구성 종목인 국내 주식을 주요 운용 대상으로 하며, 투자목적 달성을 위하여 비교지수 또는 비교지수 이외의 4차산업 메가테크 관련 주식 종목 등에도 투자할 수 있습니다.","이 투자신탁은 법 시행령 제 92조 2항제 4호에서 규정하는 주된 투자대상자산으로 하며 ‘KEDI메가테크 Index(PR)’(이하 ‘비교지수’)를 비교지수로 한국의 메가테크 산업의 기업에 투자하여 비교지수 대비 초과수익을 목표로하는 액티브 ETF 상품입니다.해당 상품은 미래산업에 핵심이 될 것으로 예상되는 메가테크 산업(5개)을 주기적으로 선정(년 2회)하는 비교지수를 BM으로 하여 4차산업 복합 포트폴리오를 포괄적으로 투자하는 액티브형 ETF상품으로써 특허청 4차산업혁명 관련 新특허분류체계를 기준으로 메가테크 산업을 분류하고 향후 특허청의 4차산업분류 산업이 추가될 경우에는 이를 반영함으로써 신규로 진입하는 4차산업의 편입에 대한 확장성이 있는 지수를 추종하는 ETF 입니다.해당 비교지수는 최종 메가테크 산업과 기업의 선정은 국내 증권사 리서치센터장 및 한국경제에서 발표(년2회)하는 전략부문 베스트애널리스트를 대상으로 년 2회 설문조사를 통하여 스코어 기준으로 최종 선정하게 됩니다(2022년 6월 기준, 총 33개의 증권사 대상으로 리서치센터장 23명, 애널리스트 10명).이에따라 관련 산업의 전망에 대한 의견을 주기적으로 비교지수에 반영할 수 있습니다.상관계수를 유지하기 위하여 70% 수준으로 지수구성 종목을 복제하여 투자하고, 30% 이내에서 시장상황에 따라 종목별 선별투자를 통해 추가수익을 추구합니다. 해당상품은 투자가에게 국내 4차산업 관련 기업에 투자할 수 있는 효율적인 포트폴리오를 제공할 수 있을 것으로 예상됩니다.해당 ETF의 설정단위는 50,000좌이며, 현금설정 방식으로 이루어집니다. 한국거래소를 통하여 매매하는 경우에는 1주 단위로 거래할 수 있습니다.",\n,"0.55","신한자산운용 주식회사","15723187094","0.04","1.43"
